rut_origen,dv_origen,banco_origen,cuenta_origen,rut_destino,dv_destino,banco_destino,cuenta_destino,monto_transf,tipo_transf,fecha_transferencia,hora_transferencia,comentario
1004169,K,Banco BCI,77211503,16318366,0,Banco de Chile,10286264,141702,TEF,2023-11-26,18:00:00,Remuneración
3057692,0,Scotiabank,25737541,6165307,4,Banco Estado,13669164,240574,TEF,2023-10-08,18:00:00,Servicios
6591375,1,Scotiabank,53015314,21497769,4,Scotiabank,29029698,96775,TEF,2023-10-25,04:00:00,Préstamo
18705891,8,Itau,34441943,18493273,6,Banco BCI,55343623,245322,TEF,2023-10-09,01:00:00,Servicios
2602873,5,Scotiabank,43738767,14766465,7,Scotiabank,54435997,56793,TEF,2023-10-02,08:00:00,Remuneración
6165307,4,Banco Estado,13669164,20195547,1,Itau,72737216,168691,TEF,2023-10-21,04:00:00,Devolución
21402772,7,Banco BCI,85893638,21167838,2,Banco de Chile,66719671,60438,TEF,2023-10-30,12:00:00,Honorarios
24870201,5,Banco BCI,56538814,2276664,1,Banco BCI,82812143,179065,TEF,2023-11-02,10:00:00,Servicios
19977419,2,Scotiabank,78586810,15383307,5,Banco Estado,55620627,85624,TEF,2023-11-28,10:00:00,Remuneración
24072633,4,Banco Santander,72788078,9678250,9,Banco Estado,62392299,47820,TEF,2023-10-20,11:00:00,Préstamo
21832368,8,Scotiabank,68421807,11814698,7,Itau,26539249,76631,TEF,2023-10-22,07:00:00,Devolución
16368297,1,Banco BCI,40736795,22390837,7,Banco Estado,52278172,121920,TEF,2023-11-12,21:00:00,Servicios
9751606,3,Itau,69988250,17086344,K,Banco BCI,63972545,235697,TEF,2023-10-25,15:00:00,Devolución
20086503,9,Banco Santander,39988072,8887924,8,Banco Santander,37978048,233680,TEF,2023-11-19,18:00:00,Varios
17772400,8,Scotiabank,98049351,3948379,0,Banco de Chile,12025220,193938,TEF,2023-11-07,12:00:00,Préstamo
20106877,4,Banco Estado,78188805,22587462,6,Banco BCI,22227773,34856,TEF,2023-10-12,19:00:00,Abono
16255319,2,Scotiabank,57429557,8034166,0,Banco BCI,24445732,59455,TEF,2023-10-30,20:00:00,Pago
4021945,0,Banco Santander,27568051,20551431,7,Itau,16905105,168297,TEF,2023-10-03,02:00:00,Honorarios
9439679,0,Banco Estado,15903244,8613958,7,Banco de Chile,31804209,184647,TEF,2023-11-29,02:00:00,Honorarios
9270342,0,Itau,10163863,18595884,K,Scotiabank,14668110,186503,TEF,2023-11-03,01:00:00,Abono
6094047,6,Banco Estado,15635558,14509961,8,Banco de Chile,71012925,30454,TEF,2023-11-11,16:00:00,Pago
22716679,5,Itau,37544017,22951638,2,Banco de Chile,85436722,39533,TEF,2023-10-27,11:00:00,Honorarios
11630410,9,Banco BCI,36701200,6204496,1,Scotiabank,79598162,29326,TEF,2023-11-14,06:00:00,Devolución
7746880,7,Scotiabank,34660892,13892307,9,Banco BCI,34231116,81028,TEF,2023-10-01,11:00:00,Remuneración
14038943,7,Banco Estado,45667549,1956158,2,Itau,97062308,83190,TEF,2023-10-18,18:00:00,Préstamo
20889821,2,Scotiabank,83057882,4964860,1,Scotiabank,96188675,137158,TEF,2023-10-02,00:00:00,Servicios
19349074,7,Scotiabank,38372261,18210553,7,Itau,82044596,148295,TEF,2023-11-23,16:00:00,Préstamo
23545789,3,Banco de Chile,20974417,13843164,3,Banco de Chile,19404392,84881,TEF,2023-11-07,19:00:00,Remuneración
14143472,1,Banco Santander,72748928,21386671,9,Banco BCI,79423908,188472,TEF,2023-10-09,02:00:00,Varios
1422499,0,Scotiabank,61577891,21891583,8,Banco de Chile,83027622,175932,TEF,2023-11-16,15:00:00,Pago
17706895,8,Banco Estado,86743677,1485018,8,Banco Estado,25493011,136080,TEF,2023-11-20,08:00:00,Abono
13042519,6,Banco Santander,66072084,4495540,9,Banco de Chile,23704151,67382,TEF,2023-10-23,00:00:00,Devolución
10174869,K,Banco BCI,90572128,9352937,8,Scotiabank,67051633,127610,TEF,2023-11-15,02:00:00,Varios
18972712,4,Itau,89249002,18217248,2,Banco Santander,22263221,196942,TEF,2023-10-20,12:00:00,Devolución
5984568,5,Banco BCI,66215666,20925184,2,Banco BCI,76808559,13527,TEF,2023-11-11,03:00:00,Honorarios
22574023,2,Itau,63805958,9581614,6,Banco de Chile,10125199,17117,TEF,2023-11-06,06:00:00,Abono
13978185,5,Banco BCI,49323403,22574023,2,Itau,63805958,149583,TEF,2023-11-18,09:00:00,Pago
20289789,2,Banco Santander,37172348,15245631,0,Scotiabank,55265376,57239,TEF,2023-10-10,02:00:00,Varios
17207806,4,Itau,28013996,19197377,3,Itau,76775720,63825,TEF,2023-11-01,00:00:00,Servicios
9457316,2,Banco BCI,96193521,7736903,9,Banco de Chile,21473466,81797,TEF,2023-10-16,22:00:00,Servicios
7684870,7,Banco Estado,90054995,20310749,5,Banco de Chile,30070111,247240,TEF,2023-10-17,07:00:00,Préstamo
4729572,2,Banco de Chile,71864146,16738734,8,Banco de Chile,62742696,139339,TEF,2023-11-09,00:00:00,Remuneración
19616771,8,Banco de Chile,49987921,16842473,2,Banco BCI,65771784,53940,TEF,2023-11-22,17:00:00,Servicios
21132479,3,Banco de Chile,92214929,4182737,5,Itau,83183968,236544,TEF,2023-11-02,18:00:00,Servicios
20989159,6,Scotiabank,32324544,6966280,2,Banco BCI,97604634,242802,TEF,2023-10-28,10:00:00,Remuneración
3057692,0,Scotiabank,25737541,11542404,K,Itau,19111368,212083,TEF,2023-11-19,08:00:00,Abono
13892307,9,Banco BCI,34231116,8554136,5,Banco Santander,44127847,157961,TEF,2023-11-10,14:00:00,Devolución
1600033,9,Banco de Chile,64441259,11100332,9,Banco Estado,81729905,186289,TEF,2023-11-05,12:00:00,Remuneración
19919999,6,Banco Santander,26082032,14106894,2,Scotiabank,99227830,205934,TEF,2023-10-12,17:00:00,Pago
19290305,4,Scotiabank,57040617,15733709,9,Banco de Chile,46715149,42845,TEF,2023-11-24,09:00:00,Remuneración
24416288,0,Banco de Chile,82785269,14768772,K,Itau,99427035,22106,TEF,2023-10-13,05:00:00,Varios
2569568,8,Banco Estado,44955973,21434603,8,Banco de Chile,53013916,224572,TEF,2023-11-14,15:00:00,Devolución
4021945,0,Banco Santander,27568051,18691955,2,Banco de Chile,99854864,248264,TEF,2023-10-14,16:00:00,Honorarios
22581483,8,Itau,51941112,17071135,1,Itau,88469902,39792,TEF,2023-10-16,19:00:00,Honorarios
21764991,8,Banco BCI,96655827,12572032,9,Banco de Chile,71819152,37215,TEF,2023-11-26,21:00:00,Pago
16246526,8,Banco BCI,31755214,4259340,1,Scotiabank,76571823,247292,TEF,2023-11-17,14:00:00,Devolución
15480234,3,Banco Estado,97389161,9661926,5,Itau,37813131,147208,TEF,2023-11-18,07:00:00,Honorarios
1623598,8,Banco de Chile,91493688,11051243,1,Scotiabank,71804445,139103,TEF,2023-10-04,14:00:00,Remuneración
10131441,9,Banco BCI,22009608,12352898,3,Banco Santander,38001344,26308,TEF,2023-10-16,11:00:00,Devolución
22634624,9,Banco BCI,34642315,17359237,4,Banco BCI,86243744,143733,TEF,2023-11-11,20:00:00,Remuneración
14105424,5,Scotiabank,36937795,20086503,9,Banco Santander,39988072,169102,TEF,2023-11-02,20:00:00,Servicios
20195547,1,Itau,72737216,16318366,0,Banco de Chile,10286264,49508,TEF,2023-10-18,05:00:00,Honorarios
2045996,K,Banco BCI,86568424,20055140,K,Banco BCI,24805454,187717,TEF,2023-11-26,02:00:00,Pago
22310824,3,Scotiabank,67729759,9494949,0,Banco Estado,35313766,215550,TEF,2023-10-08,08:00:00,Honorarios
4360602,0,Scotiabank,94304474,14107239,0,Itau,27797621,91457,TEF,2023-11-29,14:00:00,Varios
4627379,3,Itau,77184940,13978727,4,Banco Santander,62343811,107023,TEF,2023-10-09,01:00:00,Devolución
2345562,6,Banco Santander,73844702,9047535,4,Banco BCI,44759082,45271,TEF,2023-11-05,18:00:00,Devolución
8410819,4,Banco Estado,58124574,21055078,K,Banco BCI,71237032,225000,TEF,2023-10-27,04:00:00,Remuneración
12478915,7,Banco de Chile,79251877,9817757,K,Scotiabank,42988731,95873,TEF,2023-10-11,07:00:00,Servicios
2821140,1,Banco de Chile,23562390,5714730,4,Banco Estado,22015678,204817,TEF,2023-11-01,11:00:00,Devolución
19245678,4,Scotiabank,45945729,22897150,5,Banco BCI,67700194,120168,TEF,2023-11-20,08:00:00,Varios
21883541,K,Banco Santander,85443806,18145700,3,Banco Santander,17204734,177039,TEF,2023-11-21,16:00:00,Pago
15196992,9,Banco de Chile,23887068,22058055,7,Banco Estado,63115324,161078,TEF,2023-11-12,03:00:00,Servicios
23328797,1,Banco BCI,95128296,16241022,6,Banco Estado,84705133,196658,TEF,2023-10-28,03:00:00,Préstamo
14826880,7,Banco de Chile,97809327,18500236,7,Banco de Chile,36389575,233966,TEF,2023-11-12,02:00:00,Servicios
11351962,0,Itau,13627650,20511133,8,Banco BCI,44257456,117453,TEF,2023-10-18,23:00:00,Préstamo
5675831,5,Itau,86319476,13720536,8,Banco BCI,70547276,29453,TEF,2023-10-13,04:00:00,Servicios
4250638,1,Scotiabank,21081808,19970812,6,Scotiabank,23732451,64922,TEF,2023-11-07,15:00:00,Varios
10244630,2,Banco BCI,28755190,4570918,7,Banco Estado,32300936,238531,TEF,2023-11-27,08:00:00,Servicios
7201332,4,Banco Estado,10148781,13888670,4,Banco Estado,89944338,190394,TEF,2023-11-22,01:00:00,Devolución
19290305,4,Scotiabank,57040617,4095986,1,Banco BCI,49556333,55155,TEF,2023-10-25,17:00:00,Remuneración
2148627,7,Banco Estado,28219291,1004169,K,Banco BCI,77211503,133153,TEF,2023-11-23,05:00:00,Préstamo
22634624,9,Banco BCI,34642315,13213824,6,Banco Santander,17351882,67774,TEF,2023-10-14,01:00:00,Remuneración
4504490,6,Itau,56102381,24013392,2,Itau,13884486,223733,TEF,2023-11-30,02:00:00,Remuneración
11535933,8,Banco Santander,21897099,21685751,3,Banco de Chile,52518525,18463,TEF,2023-11-11,13:00:00,Servicios
12935564,3,Banco BCI,69478770,2642854,5,Banco BCI,20697412,52918,TEF,2023-10-01,10:00:00,Préstamo
2586460,1,Banco Santander,43141765,22635207,5,Banco Estado,72420576,62686,TEF,2023-11-30,14:00:00,Préstamo
14037802,7,Scotiabank,52455881,12088490,8,Banco de Chile,85650285,179998,TEF,2023-11-28,08:00:00,Honorarios
19919999,6,Banco Santander,26082032,23634801,3,Banco Estado,96319163,58445,TEF,2023-11-07,20:00:00,Servicios
2642854,5,Banco BCI,20697412,15310402,3,Itau,78466964,10036,TEF,2023-11-03,06:00:00,Remuneración
9450428,5,Itau,44113531,17461598,9,Banco BCI,58920720,129309,TEF,2023-10-30,06:00:00,Abono
8239146,4,Itau,33532092,18239762,2,Itau,38065136,62539,TEF,2023-11-21,20:00:00,Servicios
18074794,4,Scotiabank,74864980,21288587,9,Banco de Chile,12401036,79720,TEF,2023-10-17,19:00:00,Honorarios
20960517,4,Banco Estado,17746204,24072633,4,Banco Santander,72788078,101597,TEF,2023-11-16,18:00:00,Servicios
4922016,K,Banco de Chile,75269632,21055078,K,Banco BCI,71237032,164559,TEF,2023-11-04,21:00:00,Servicios
3057692,0,Scotiabank,25737541,23995137,1,Itau,72800521,184093,TEF,2023-11-05,17:00:00,Abono
18428353,6,Scotiabank,85272484,3908515,4,Banco Estado,74454513,42519,TEF,2023-11-26,22:00:00,Remuneración
17569577,7,Banco Santander,84780096,21510757,6,Banco de Chile,75608539,129477,TEF,2023-10-20,16:00:00,Varios
17215180,9,Banco de Chile,56072157,12088490,8,Banco de Chile,85650285,247487,TEF,2023-11-01,16:00:00,Varios
6791079,4,Banco BCI,88784145,11718886,5,Itau,17351384,69623,TEF,2023-10-28,21:00:00,Remuneración
8201909,1,Banco de Chile,47317763,21891583,8,Banco de Chile,83027622,84309,TEF,2023-11-06,19:00:00,Honorarios
6035007,9,Banco Santander,34304650,17772400,8,Scotiabank,98049351,239565,TEF,2023-11-07,16:00:00,Abono
16318366,0,Banco de Chile,10286264,22325445,0,Itau,83714987,168409,TEF,2023-11-18,01:00:00,Honorarios
14282831,1,Scotiabank,58386509,24585456,6,Banco Estado,21959785,168291,TEF,2023-10-03,22:00:00,Varios
24395848,3,Itau,42091376,11351962,0,Itau,13627650,74320,TEF,2023-11-18,16:00:00,Remuneración
1783354,5,Banco BCI,75303409,15555851,1,Scotiabank,90295789,30139,TEF,2023-11-25,20:00:00,Servicios
20195547,1,Itau,72737216,2749261,8,Scotiabank,31739090,212689,TEF,2023-11-03,13:00:00,Varios
20976202,8,Banco Estado,92010374,4384964,0,Banco Santander,16406889,145529,TEF,2023-10-05,08:00:00,Remuneración
2340866,2,Scotiabank,37267452,18194305,1,Itau,94471879,181561,TEF,2023-10-08,03:00:00,Servicios
20906572,0,Banco de Chile,96403529,10850596,0,Banco de Chile,52679434,172829,TEF,2023-10-02,21:00:00,Préstamo
11361429,0,Itau,74446211,2920749,0,Banco Santander,63612846,184187,TEF,2023-10-26,06:00:00,Préstamo
3525322,8,Banco BCI,83865362,1193311,6,Banco Estado,91408868,232759,TEF,2023-10-27,11:00:00,Remuneración
23124630,K,Itau,77410400,2315458,K,Scotiabank,53170649,13736,TEF,2023-11-06,00:00:00,Devolución
4250638,1,Scotiabank,21081808,11630410,9,Banco BCI,36701200,173844,TEF,2023-11-07,05:00:00,Varios
17461598,9,Banco BCI,58920720,20291153,9,Banco Estado,87249553,105387,TEF,2023-10-25,11:00:00,Servicios
7452228,6,Banco Santander,96064413,15457740,7,Banco de Chile,10207035,162109,TEF,2023-10-04,20:00:00,Servicios
7970330,8,Banco Santander,96030241,22143428,5,Banco Santander,30570376,170357,TEF,2023-11-13,13:00:00,Pago
7438690,3,Banco Estado,46883185,20690065,K,Itau,34493388,104368,TEF,2023-10-31,14:00:00,Honorarios
21045174,5,Banco Santander,35639835,19703541,8,Itau,45184295,76991,TEF,2023-10-07,01:00:00,Préstamo
20867123,4,Banco BCI,44951840,11100332,9,Banco Estado,81729905,213119,TEF,2023-11-28,11:00:00,Abono
19349074,7,Scotiabank,38372261,17479384,3,Itau,76529671,74891,TEF,2023-10-28,17:00:00,Préstamo
7016072,4,Scotiabank,48882053,17288798,6,Itau,16155610,134982,TEF,2023-10-29,18:00:00,Honorarios
12088490,8,Banco de Chile,85650285,8564592,K,Itau,67043836,198735,TEF,2023-11-14,13:00:00,Abono
9439679,0,Banco Estado,15903244,12756599,5,Banco BCI,41965368,221100,TEF,2023-10-13,07:00:00,Varios
17466398,8,Banco BCI,37277221,13778456,4,Banco BCI,80818026,204629,TEF,2023-10-29,01:00:00,Préstamo
4782455,7,Banco Estado,21800067,12538761,5,Banco Estado,75284373,241077,TEF,2023-11-15,19:00:00,Varios
2180681,9,Itau,44101074,15733709,9,Banco de Chile,46715149,138871,TEF,2023-11-12,01:00:00,Servicios
9817757,K,Scotiabank,42988731,7933466,6,Banco BCI,75843283,199709,TEF,2023-11-18,21:00:00,Varios
16600022,6,Banco de Chile,67431820,19617035,0,Banco Santander,76186506,34155,TEF,2023-11-21,13:00:00,Varios
12935564,3,Banco BCI,69478770,2642854,5,Banco BCI,20697412,150894,TEF,2023-11-15,14:00:00,Varios
13581647,5,Banco BCI,13062785,2196967,2,Banco BCI,64772923,239648,TEF,2023-10-07,16:00:00,Pago
10244630,2,Banco BCI,28755190,7588872,9,Scotiabank,60817143,119617,TEF,2023-11-14,11:00:00,Servicios
5683730,3,Banco de Chile,16355969,24690815,K,Scotiabank,62359265,99540,TEF,2023-11-05,11:00:00,Varios
23539970,3,Scotiabank,81884752,24012224,2,Banco de Chile,51253290,97099,TEF,2023-10-07,11:00:00,Devolución
1233317,1,Banco Santander,53962181,14302798,4,Banco BCI,30628166,228122,TEF,2023-11-10,05:00:00,Honorarios
7559968,7,Banco de Chile,81184159,20086503,9,Banco Santander,39988072,129142,TEF,2023-11-15,12:00:00,Servicios
15944004,8,Banco BCI,28827648,5955382,1,Banco BCI,65957590,137595,TEF,2023-11-20,14:00:00,Servicios
21640788,K,Banco BCI,28057180,22310824,3,Scotiabank,67729759,197156,TEF,2023-11-18,04:00:00,Devolución
2337072,2,Banco Santander,83182357,24109709,K,Banco BCI,69594654,45095,TEF,2023-10-10,13:00:00,Abono
19635327,3,Itau,76007063,19131335,9,Scotiabank,75573189,212726,TEF,2023-10-24,23:00:00,Servicios
13295330,9,Banco Santander,87008816,5306871,3,Banco BCI,85025914,77591,TEF,2023-11-04,03:00:00,Varios
14768772,K,Itau,99427035,4997137,5,Banco de Chile,82205086,231002,TEF,2023-11-14,03:00:00,Varios
20551431,7,Itau,16905105,7588872,9,Scotiabank,60817143,60596,TEF,2023-11-20,00:00:00,Honorarios
4362441,8,Itau,47465803,8289971,4,Scotiabank,33908037,59340,TEF,2023-10-31,07:00:00,Varios
24273753,3,Banco Santander,71273104,12510822,1,Banco de Chile,24752832,199656,TEF,2023-10-28,03:00:00,Préstamo
19704777,9,Banco de Chile,10808966,24729717,4,Banco BCI,69835878,150460,TEF,2023-10-14,18:00:00,Servicios
9047535,4,Banco BCI,44759082,23328797,1,Banco BCI,95128296,92826,TEF,2023-11-11,16:00:00,Remuneración
22716679,5,Itau,37544017,14038943,7,Banco Estado,45667549,178576,TEF,2023-11-16,03:00:00,Varios
2911536,5,Itau,72813847,14476467,0,Banco Santander,90708835,172563,TEF,2023-10-01,21:00:00,Pago
11026463,9,Banco Estado,17999957,17772400,8,Scotiabank,98049351,162257,TEF,2023-10-26,04:00:00,Abono
10850596,0,Banco de Chile,52679434,3777701,1,Itau,47604951,78314,TEF,2023-11-09,23:00:00,Préstamo
9801729,2,Itau,79868085,19386578,4,Scotiabank,29029302,32230,TEF,2023-11-26,03:00:00,Préstamo
23711392,5,Banco Estado,63871509,7108560,4,Banco de Chile,12213992,171742,TEF,2023-10-07,11:00:00,Remuneración
9056556,5,Banco BCI,45900513,22635207,5,Banco Estado,72420576,78278,TEF,2023-10-13,02:00:00,Pago
13728034,K,Scotiabank,65495584,2835779,5,Banco Santander,48555443,155408,TEF,2023-11-17,06:00:00,Honorarios
2586460,1,Banco Santander,43141765,2569568,8,Banco Estado,44955973,20599,TEF,2023-11-29,21:00:00,Préstamo
12345919,5,Banco de Chile,62732413,13046963,4,Scotiabank,21179115,166604,TEF,2023-10-30,14:00:00,Préstamo
3838738,1,Banco de Chile,69697353,13625862,1,Banco Santander,73943400,120401,TEF,2023-10-08,20:00:00,Préstamo
13528291,1,Banco Santander,36136020,13711500,0,Banco BCI,29192776,168538,TEF,2023-11-20,20:00:00,Servicios
1485018,8,Banco Estado,25493011,7438690,3,Banco Estado,46883185,5795,TEF,2023-10-26,00:00:00,Servicios
19077505,3,Scotiabank,78448409,20683509,4,Itau,14725582,128801,TEF,2023-10-03,03:00:00,Abono
9352937,8,Scotiabank,67051633,19908043,2,Banco de Chile,50851872,31091,TEF,2023-11-28,03:00:00,Honorarios
23748217,9,Banco Estado,71543185,7579474,K,Banco Santander,48223318,196100,TEF,2023-11-05,23:00:00,Abono
4539550,8,Itau,53813411,4250638,1,Scotiabank,21081808,65640,TEF,2023-11-04,00:00:00,Varios
12352898,3,Banco Santander,38001344,22908677,9,Banco de Chile,62410378,163315,TEF,2023-11-18,05:00:00,Devolución
1007865,7,Banco BCI,23251107,11019603,8,Scotiabank,54983781,222345,TEF,2023-10-17,21:00:00,Préstamo
13585214,5,Itau,18353700,1115540,1,Banco Santander,32197633,42769,TEF,2023-10-03,15:00:00,Varios
13720536,8,Banco BCI,70547276,7960891,K,Banco de Chile,46699887,35100,TEF,2023-10-17,13:00:00,Honorarios
8076458,2,Banco Estado,68895075,2974424,7,Banco Santander,29076817,51796,TEF,2023-11-07,07:00:00,Devolución
21832368,8,Scotiabank,68421807,15480234,3,Banco Estado,97389161,217428,TEF,2023-10-09,18:00:00,Devolución
20989159,6,Scotiabank,32324544,9450428,5,Itau,44113531,177552,TEF,2023-11-20,15:00:00,Varios
5714730,4,Banco Estado,22015678,7896866,5,Banco Santander,43297278,216166,TEF,2023-10-15,03:00:00,Remuneración
9287910,7,Banco de Chile,55799497,17280563,0,Banco de Chile,77421100,59376,TEF,2023-11-01,23:00:00,Préstamo
17289340,2,Banco de Chile,42535686,12876345,0,Scotiabank,85945032,12914,TEF,2023-10-27,20:00:00,Remuneración
17385537,4,Itau,49861711,1600033,9,Banco de Chile,64441259,59674,TEF,2023-10-24,03:00:00,Servicios
12148609,K,Scotiabank,10634034,18683313,4,Banco Santander,38482821,159618,TEF,2023-11-15,23:00:00,Remuneración
5749529,K,Banco Estado,52383648,7970330,8,Banco Santander,96030241,23723,TEF,2023-11-29,09:00:00,Varios
12148609,K,Scotiabank,10634034,5202003,6,Scotiabank,93767654,228898,TEF,2023-11-23,12:00:00,Servicios
14826880,7,Banco de Chile,97809327,14696470,8,Itau,18431902,37759,TEF,2023-10-04,08:00:00,Servicios
3024545,9,Banco Santander,25361284,15228947,9,Banco Estado,49187613,106437,TEF,2023-11-06,16:00:00,Servicios
11635038,8,Banco de Chile,36323839,12976386,4,Scotiabank,50263099,105732,TEF,2023-11-09,09:00:00,Pago
21764991,8,Banco BCI,96655827,3884675,8,Banco BCI,88394636,174459,TEF,2023-11-13,03:00:00,Varios
7201332,4,Banco Estado,10148781,19457945,9,Banco BCI,68008290,8491,TEF,2023-11-13,10:00:00,Varios
14143472,1,Banco Santander,72748928,22182877,7,Banco Estado,33413359,244505,TEF,2023-10-30,17:00:00,Varios
21213865,K,Scotiabank,43832758,3086175,5,Banco de Chile,67349662,135785,TEF,2023-11-18,21:00:00,Varios
10928329,0,Scotiabank,80612380,17025439,5,Banco de Chile,44827984,100788,TEF,2023-11-27,13:00:00,Honorarios
16874241,3,Banco Santander,20144845,16059938,1,Itau,96180239,211888,TEF,2023-11-24,03:00:00,Pago
21497769,4,Scotiabank,29029698,5683730,3,Banco de Chile,16355969,58270,TEF,2023-10-24,22:00:00,Abono
5230313,2,Banco Santander,59314720,14477823,3,Banco BCI,58012811,198601,TEF,2023-11-10,21:00:00,Abono
11224684,9,Banco Estado,25544988,2345562,6,Banco Santander,73844702,100429,TEF,2023-11-18,14:00:00,Servicios
19575333,8,Banco de Chile,18730200,13778456,4,Banco BCI,80818026,46421,TEF,2023-10-06,03:00:00,Abono
4198937,9,Banco Estado,65523642,18145700,3,Banco Santander,17204734,170505,TEF,2023-11-25,20:00:00,Abono
16281892,5,Banco BCI,68875770,21386671,9,Banco BCI,79423908,86878,TEF,2023-10-11,18:00:00,Varios
11460849,9,Banco Estado,34315463,7108560,4,Banco de Chile,12213992,6152,TEF,2023-10-14,15:00:00,Servicios
18364670,6,Banco BCI,93691660,24935600,K,Banco Estado,58153683,37760,TEF,2023-10-17,09:00:00,Préstamo
6599519,3,Banco de Chile,71593419,2488462,4,Itau,39413131,119937,TEF,2023-11-29,19:00:00,Préstamo
15237407,K,Banco Santander,13523151,17815704,0,Banco BCI,74040532,63336,TEF,2023-11-26,20:00:00,Devolución
9378960,2,Banco Santander,25073273,5150524,7,Scotiabank,47297585,39843,TEF,2023-10-26,08:00:00,Pago
14914045,1,Banco de Chile,81425950,19290305,4,Scotiabank,57040617,89202,TEF,2023-11-19,08:00:00,Préstamo
15245631,0,Scotiabank,55265376,4964860,1,Scotiabank,96188675,99481,TEF,2023-11-12,06:00:00,Pago
9378960,2,Banco Santander,25073273,10052753,1,Banco de Chile,62507541,25437,TEF,2023-11-06,18:00:00,Devolución
19443198,1,Scotiabank,25304655,23441315,2,Banco Estado,84058636,183963,TEF,2023-10-11,07:00:00,Honorarios
22716679,5,Itau,37544017,12518121,6,Itau,95338476,6456,TEF,2023-11-12,09:00:00,Servicios
12349508,9,Banco Santander,25403869,5714730,4,Banco Estado,22015678,49068,TEF,2023-11-02,11:00:00,Préstamo
8282172,9,Banco BCI,31794355,21457017,4,Itau,84084529,158259,TEF,2023-10-27,23:00:00,Remuneración
23569023,4,Itau,83674809,24593518,7,Itau,41474128,201677,TEF,2023-10-11,20:00:00,Pago
12676606,K,Itau,38504715,14103298,6,Banco de Chile,45687368,136359,TEF,2023-11-19,12:00:00,Honorarios
17297611,4,Banco de Chile,36618574,16435851,9,Itau,56548740,110137,TEF,2023-11-26,11:00:00,Servicios
20683509,4,Itau,14725582,20924807,5,Scotiabank,33263750,240853,TEF,2023-11-08,16:00:00,Servicios
2488462,4,Itau,39413131,11881554,5,Banco Estado,90529067,117598,TEF,2023-11-15,18:00:00,Préstamo
14768772,K,Itau,99427035,21393442,9,Scotiabank,11760901,112201,TEF,2023-10-19,09:00:00,Abono
7336549,3,Itau,96230979,13581647,5,Banco BCI,13062785,33726,TEF,2023-11-09,18:00:00,Servicios
11861868,1,Banco BCI,49265553,24416288,0,Banco de Chile,82785269,41747,TEF,2023-11-14,12:00:00,Honorarios
5499180,2,Itau,41391773,5955382,1,Banco BCI,65957590,182848,TEF,2023-10-21,16:00:00,Abono
24129380,7,Banco BCI,18707925,3086175,5,Banco de Chile,67349662,70068,TEF,2023-10-12,23:00:00,Devolución
16902986,2,Banco Estado,82227738,13260750,3,Itau,43542150,170265,TEF,2023-10-31,22:00:00,Préstamo
17461598,9,Banco BCI,58920720,17754409,0,Banco de Chile,81564917,216470,TEF,2023-11-17,16:00:00,Varios
17258195,8,Banco Santander,76637965,16207005,8,Itau,83747723,72279,TEF,2023-11-29,00:00:00,Devolución
12456021,1,Banco BCI,80110329,10174869,K,Banco BCI,90572128,94904,TEF,2023-10-22,16:00:00,Honorarios
19213854,0,Banco Estado,93571464,5492656,9,Banco Santander,91062590,116730,TEF,2023-10-06,05:00:00,Honorarios
8087152,9,Banco de Chile,89830752,1233317,1,Banco Santander,53962181,138750,TEF,2023-11-03,03:00:00,Varios
21393442,9,Scotiabank,11760901,12976386,4,Scotiabank,50263099,215540,TEF,2023-11-07,01:00:00,Pago
8613958,7,Banco de Chile,31804209,11805598,7,Scotiabank,25376045,57860,TEF,2023-11-27,17:00:00,Varios
24294910,3,Banco de Chile,44106190,5031341,7,Banco de Chile,24535951,120037,TEF,2023-11-06,13:00:00,Pago
10870941,2,Banco Estado,53772670,21115972,0,Banco Santander,50877336,27787,TEF,2023-10-03,16:00:00,Servicios
19534358,3,Itau,67805207,18364670,6,Banco BCI,93691660,104608,TEF,2023-11-17,16:00:00,Abono
4983989,8,Banco Santander,54167113,20201078,3,Banco Estado,29168516,16299,TEF,2023-10-16,01:00:00,Abono
13260750,3,Itau,43542150,13952591,K,Scotiabank,12206748,112420,TEF,2023-10-19,07:00:00,Abono
17215180,9,Banco de Chile,56072157,14105424,5,Scotiabank,36937795,181779,TEF,2023-11-20,00:00:00,Abono
8076458,2,Banco Estado,68895075,9440933,K,Itau,36502887,81446,TEF,2023-10-19,17:00:00,Servicios
24257235,7,Scotiabank,32552346,19040698,K,Scotiabank,60846738,117532,TEF,2023-10-28,09:00:00,Devolución
12492959,5,Banco de Chile,76574409,2308862,2,Banco Santander,62540021,80240,TEF,2023-10-20,15:00:00,Pago
15357187,9,Banco Santander,52192129,20291153,9,Banco Estado,87249553,44979,TEF,2023-10-26,23:00:00,Pago
15717822,1,Banco Santander,84087857,14900382,8,Banco de Chile,73178760,9467,TEF,2023-11-23,00:00:00,Honorarios
24583644,2,Scotiabank,38784338,12406796,0,Scotiabank,94987760,103956,TEF,2023-10-25,17:00:00,Honorarios
24583644,2,Scotiabank,38784338,6459808,1,Banco de Chile,91357995,8475,TEF,2023-10-04,12:00:00,Abono
13324859,2,Banco Estado,10151120,9661926,5,Itau,37813131,110007,TEF,2023-10-23,08:00:00,Devolución
12318715,4,Banco de Chile,79174977,6996678,9,Banco Estado,91526381,70165,TEF,2023-10-16,09:00:00,Devolución
